Student Name,Student Number,Course Name,Module enrolled in,Module completed,Grade,Module to repeat,
Juliette Fuller,S140,Environmental Science,Climate Change and Policy,,23,Climate Change and Policy,
Juliette Fuller,S140,Environmental Science,Environmental Sustainability,,10,Environmental Sustainability,
Leo Herrera,S141,Environmental Science,Environmental Science Fundamentals,,19,Environmental Science Fundamentals,
Leo Herrera,S141,Environmental Science,Climate Change and Policy,Climate Change and Policy,86,,
Leo Herrera,S141,Environmental Science,Environmental Sustainability,Environmental Sustainability,48,,
Oscar Stevenson,S143,Anthropology,Introduction to Anthropology,Introduction to Anthropology,70,,
Oscar Stevenson,S143,Anthropology,Cultural Anthropology,Cultural Anthropology,66,,
Oscar Stevenson,S143,Anthropology,Archaeology,Archaeology,41,,
Penelope West,S144,Anthropology,Introduction to Anthropology,Introduction to Anthropology,51,,
Penelope West,S144,Anthropology,Cultural Anthropology,Cultural Anthropology,46,,
Penelope West,S144,Anthropology,Archaeology,Archaeology,61,,
Gabriella Dixon,S145,Anthropology,Introduction to Anthropology,Introduction to Anthropology,63,,
Gabriella Dixon,S145,Anthropology,Cultural Anthropology,Cultural Anthropology,68,,
Gabriella Dixon,S145,Anthropology,Archaeology,,30,Archaeology,
Eliana Matthews,S146,Anthropology,Introduction to Anthropology,,38,Introduction to Anthropology,
Eliana Matthews,S146,Anthropology,Cultural Anthropology,Cultural Anthropology,45,,
Eliana Matthews,S146,Anthropology,Archaeology,,31,Archaeology,
Jaxon Hudson,S147,Anthropology,Introduction to Anthropology,Introduction to Anthropology,55,,
Jaxon Hudson,S147,Anthropology,Cultural Anthropology,Cultural Anthropology,69,,
Jaxon Hudson,S147,Anthropology,Archaeology,,18,Archaeology,
Nora Rhodes,S148,Anthropology,Introduction to Anthropology,Introduction to Anthropology,50,,
Nora Rhodes,S148,Anthropology,Cultural Anthropology,,6,Cultural Anthropology,
Nora Rhodes,S148,Anthropology,Archaeology,Archaeology,50,,
Theodore Carpenter,S149,Anthropology,Introduction to Anthropology,Introduction to Anthropology,78,,
Theodore Carpenter,S149,Anthropology,Cultural Anthropology,,9,Cultural Anthropology,
Theodore Carpenter,S149,Anthropology,Archaeology,,1,Archaeology,
Jasper Grant,S151,Communications,Introduction to Communications,Introduction to Communications,43,,
Jasper Grant,S151,Communications,Mass Media and Society,Mass Media and Society,70,,
Jasper Grant,S151,Communications,Interpersonal Communication,Interpersonal Communication,95,,
Sophie Griffin,S152,Communications,Introduction to Communications,,31,Introduction to Communications,
Sophie Griffin,S152,Communications,Mass Media and Society,,9,Mass Media and Society,
Sophie Griffin,S152,Communications,Interpersonal Communication,Interpersonal Communication,68,,
Emmett Knight,S153,Communications,Introduction to Communications,Introduction to Communications,58,,
Emmett Knight,S153,Communications,Mass Media and Society,Mass Media and Society,87,,
Emmett Knight,S153,Communications,Interpersonal Communication,,40,Interpersonal Communication,
Delilah Barber,S154,Communications,Introduction to Communications,Introduction to Communications,98,,
Delilah Barber,S154,Communications,Mass Media and Society,,18,Mass Media and Society,
Delilah Barber,S154,Communications,Interpersonal Communication,Interpersonal Communication,67,,
Miles McDaniel,S155,Communications,Introduction to Communications,Introduction to Communications,52,,
Miles McDaniel,S155,Communications,Mass Media and Society,Mass Media and Society,63,,
Miles McDaniel,S155,Communications,Interpersonal Communication,Interpersonal Communication,77,,
Ruby Dalton,S156,Communications,Introduction to Communications,,5,Introduction to Communications,
Ruby Dalton,S156,Communications,Mass Media and Society,Mass Media and Society,71,,
Ruby Dalton,S156,Communications,Interpersonal Communication,Interpersonal Communication,67,,
Bennett Sutton,S157,Communications,Introduction to Communications,,37,Introduction to Communications,
Bennett Sutton,S157,Communications,Mass Media and Society,Mass Media and Society,87,,
Bennett Sutton,S157,Communications,Interpersonal Communication,Interpersonal Communication,66,,
Audrey Gallegos,S158,Communications,Introduction to Communications,Introduction to Communications,81,,
Audrey Gallegos,S158,Communications,Mass Media and Society,,1,Mass Media and Society,
Audrey Gallegos,S158,Communications,Interpersonal Communication,Interpersonal Communication,99,,
Quinn Saunders,S159,Communications,Introduction to Communications,Introduction to Communications,81,,
Quinn Saunders,S159,Communications,Mass Media and Society,,37,Mass Media and Society,
Quinn Saunders,S159,Communications,Interpersonal Communication,Interpersonal Communication,52,,
Maxwell Keith,S161,Music,Introduction to Music Theory,Introduction to Music Theory,57,,
Maxwell Keith,S161,Music,Music Composition,Music Composition,57,,
Maxwell Keith,S161,Music,Music History,,28,Music History,
Isabelle Schwartz,S162,Music,Introduction to Music Theory,Introduction to Music Theory,95,,
Isabelle Schwartz,S162,Music,Music Composition,,14,Music Composition,
Isabelle Schwartz,S162,Music,Music History,,40,Music History,
Landon McLean,S163,Music,Introduction to Music Theory,Introduction to Music Theory,85,,
Landon McLean,S163,Music,Music Composition,Music Composition,75,,
Landon McLean,S163,Music,Music History,Music History,44,,
Hazel Kramer,S164,Music,Introduction to Music Theory,,14,Introduction to Music Theory,
Hazel Kramer,S164,Music,Music Composition,,13,Music Composition,
Hazel Kramer,S164,Music,Music History,Music History,70,,
Asher Todd,S165,Music,Introduction to Music Theory,Introduction to Music Theory,98,,
Asher Todd,S165,Music,Music Composition,Music Composition,53,,
Asher Todd,S165,Music,Music History,Music History,76,,
Arthur McMillan,S167,Biology,Introduction to Biology,,1,Introduction to Biology,
Arthur McMillan,S167,Biology,Cell Biology,Cell Biology,60,,
Arthur McMillan,S167,Biology,Genetics and Evolution,Genetics and Evolution,74,,
Anastasia Preston,S168,Biology,Introduction to Biology,Introduction to Biology,88,,
Anastasia Preston,S168,Biology,Cell Biology,Cell Biology,70,,
Anastasia Preston,S168,Biology,Genetics and Evolution,,5,Genetics and Evolution,
Rowan Pugh,S169,Biology,Introduction to Biology,Introduction to Biology,97,,
Rowan Pugh,S169,Biology,Cell Biology,,33,Cell Biology,
Rowan Pugh,S169,Biology,Genetics and Evolution,Genetics and Evolution,95,,
Elena Lawrence,S170,Biology,Introduction to Biology,,0,Introduction to Biology,
Elena Lawrence,S170,Biology,Cell Biology,Cell Biology,77,,
Elena Lawrence,S170,Biology,Genetics and Evolution,Genetics and Evolution,73,,
Elias Berry,S171,Biology,Introduction to Biology,,10,Introduction to Biology,
Elias Berry,S171,Biology,Cell Biology,Cell Biology,79,,
Elias Berry,S171,Biology,Genetics and Evolution,Genetics and Evolution,64,,
Summer Cline,S172,Biology,Introduction to Biology,Introduction to Biology,98,,
Summer Cline,S172,Biology,Cell Biology,Cell Biology,62,,
Summer Cline,S172,Biology,Genetics and Evolution,,33,Genetics and Evolution,
Graham Mora,S173,Biology,Introduction to Biology,,2,Introduction to Biology,
Graham Mora,S173,Biology,Cell Biology,,18,Cell Biology,
Graham Mora,S173,Biology,Genetics and Evolution,Genetics and Evolution,42,,
Juliette Nolan,S174,Biology,Introduction to Biology,,38,Introduction to Biology,
Juliette Nolan,S174,Biology,Cell Biology,Cell Biology,81,,
Juliette Nolan,S174,Biology,Genetics and Evolution,,18,Genetics and Evolution,
Gideon Mayer,S175,Biology,Introduction to Biology,Introduction to Biology,63,,
Gideon Mayer,S175,Biology,Cell Biology,,29,Cell Biology,
Gideon Mayer,S175,Biology,Genetics and Evolution,Genetics and Evolution,51,,
Julia Hoover,S176,Biology,Introduction to Biology,Introduction to Biology,87,,
Julia Hoover,S176,Biology,Cell Biology,Cell Biology,57,,
Julia Hoover,S176,Biology,Genetics and Evolution,,6,Genetics and Evolution,
Abraham Melendez,S177,Biology,Introduction to Biology,Introduction to Biology,93,,
Abraham Melendez,S177,Biology,Cell Biology,,21,Cell Biology,
Abraham Melendez,S177,Biology,Genetics and Evolution,Genetics and Evolution,89,,
Annabelle Franco,S178,Biology,Introduction to Biology,,32,Introduction to Biology,
Annabelle Franco,S178,Biology,Cell Biology,Cell Biology,78,,
Annabelle Franco,S178,Biology,Genetics and Evolution,Genetics and Evolution,74,,
Arthur Henson,S179,Biology,Introduction to Biology,,18,Introduction to Biology,
Arthur Henson,S179,Biology,Cell Biology,,15,Cell Biology,
Arthur Henson,S179,Biology,Genetics and Evolution,,26,Genetics and Evolution,
Simon Hooper,S181,Philosophy,Introduction to Philosophy,,38,Introduction to Philosophy,
Simon Hooper,S181,Philosophy,Epistemology,,39,Epistemology,
Simon Hooper,S181,Philosophy,Ethics,Ethics,70,,
Selena Walsh,S182,Philosophy,Introduction to Philosophy,,20,Introduction to Philosophy,
Selena Walsh,S182,Philosophy,Epistemology,Epistemology,68,,
Selena Walsh,S182,Philosophy,Ethics,Ethics,88,,
Spencer Randall,S183,Philosophy,Introduction to Philosophy,Introduction to Philosophy,67,,
Spencer Randall,S183,Philosophy,Epistemology,,25,Epistemology,
Spencer Randall,S183,Philosophy,Ethics,Ethics,70,,
Hazel Waters,S184,Philosophy,Introduction to Philosophy,,15,Introduction to Philosophy,
Hazel Waters,S184,Philosophy,Epistemology,,34,Epistemology,
Hazel Waters,S184,Philosophy,Ethics,Ethics,58,,
Hazel Waters,S184,Philosophy,Introduction to Philosophy,Introduction to Philosophy,76,,
Hazel Waters,S184,Philosophy,Epistemology,,6,Epistemology,
Hazel Waters,S184,Philosophy,Ethics,Ethics,51,,
Damon Patel,S185,Philosophy,Introduction to Philosophy,Introduction to Philosophy,51,,
Damon Patel,S185,Philosophy,Epistemology,,17,Epistemology,
Damon Patel,S185,Philosophy,Ethics,Ethics,75,,
Nina Salazar,S186,Philosophy,Introduction to Philosophy,Introduction to Philosophy,52,,
Nina Salazar,S186,Philosophy,Epistemology,Epistemology,41,,
Nina Salazar,S186,Philosophy,Ethics,Ethics,46,,
Grant Vaughn,S187,Philosophy,Introduction to Philosophy,Introduction to Philosophy,69,,
Grant Vaughn,S187,Philosophy,Epistemology,Epistemology,42,,
Grant Vaughn,S187,Philosophy,Ethics,Ethics,66,,
Cora Johns,S188,Philosophy,Introduction to Philosophy,Introduction to Philosophy,58,,
Cora Johns,S188,Philosophy,Epistemology,,24,Epistemology,
Cora Johns,S188,Philosophy,Ethics,Ethics,91,,
Elliott Hammond,S189,Philosophy,Introduction to Philosophy,,24,Introduction to Philosophy,
Elliott Hammond,S189,Philosophy,Epistemology,Epistemology,73,,
Elliott Hammond,S189,Philosophy,Ethics,Ethics,52,,
Alana Kim,S190,Philosophy,Introduction to Philosophy,Introduction to Philosophy,50,,
Alana Kim,S190,Philosophy,Epistemology,Epistemology,60,,
Alana Kim,S190,Philosophy,Ethics,,10,Ethics,
Camilla Parrish,S192,Foreign Languages,Introduction to Foreign Languages,,17,Introduction to Foreign Languages,
Camilla Parrish,S192,Foreign Languages,Language and Culture,,3,Language and Culture,
Camilla Parrish,S192,Foreign Languages,Linguistics,Linguistics,75,,
Kaiden Chang,S193,Foreign Languages,Introduction to Foreign Languages,Introduction to Foreign Languages,83,,
Kaiden Chang,S193,Foreign Languages,Language and Culture,Language and Culture,66,,
Kaiden Chang,S193,Foreign Languages,Linguistics,,25,Linguistics,
Evangeline Grimes,S194,Foreign Languages,Introduction to Foreign Languages,,17,Introduction to Foreign Languages,
Evangeline Grimes,S194,Foreign Languages,Language and Culture,Language and Culture,51,,
Evangeline Grimes,S194,Foreign Languages,Linguistics,Linguistics,61,,
Milo Estes,S195,Foreign Languages,Introduction to Foreign Languages,Introduction to Foreign Languages,44,,
Milo Estes,S195,Foreign Languages,Language and Culture,,15,Language and Culture,
Milo Estes,S195,Foreign Languages,Linguistics,,29,Linguistics,
Miriam Meadows,S196,Foreign Languages,Introduction to Foreign Languages,Introduction to Foreign Languages,82,,
Miriam Meadows,S196,Foreign Languages,Language and Culture,Language and Culture,88,,
Miriam Meadows,S196,Foreign Languages,Linguistics,Linguistics,79,,
Archer Harrington,S197,Foreign Languages,Introduction to Foreign Languages,Introduction to Foreign Languages,96,,
Archer Harrington,S197,Foreign Languages,Language and Culture,Language and Culture,49,,
Archer Harrington,S197,Foreign Languages,Linguistics,Linguistics,85,,
Kiera Leach,S198,Foreign Languages,Introduction to Foreign Languages,Introduction to Foreign Languages,66,,
Kiera Leach,S198,Foreign Languages,Language and Culture,,10,Language and Culture,
Kiera Leach,S198,Foreign Languages,Linguistics,Linguistics,95,,
Dean Yu,S199,Foreign Languages,Introduction to Foreign Languages,,15,Introduction to Foreign Languages,
Dean Yu,S199,Foreign Languages,Language and Culture,,30,Language and Culture,
Dean Yu,S199,Foreign Languages,Linguistics,Linguistics,71,,
Andre Levy,S201,Data Science,Advanced Data Science Techniques I,Advanced Data Science Techniques I,70,,
Andre Levy,S201,Data Science,Machine Learning I,Machine Learning I,75,,
Andre Levy,S201,Data Science,Big Data Analytics,Big Data Analytics,61,,
Ada Floyd,S202,Data Science,Advanced Data Science Techniques I,,7,Advanced Data Science Techniques I,
Ada Floyd,S202,Data Science,Machine Learning I,,2,Machine Learning I,
Ada Floyd,S202,Data Science,Big Data Analytics,,7,Big Data Analytics,
Emmett David,S203,Data Science,Advanced Data Science Techniques I,Advanced Data Science Techniques I,50,,
Emmett David,S203,Data Science,Machine Learning I,Machine Learning I,89,,
Emmett David,S203,Data Science,Big Data Analytics,,30,Big Data Analytics,
Lana Valencia,S204,Data Science,Advanced Data Science Techniques I,,29,Advanced Data Science Techniques I,
Lana Valencia,S204,Data Science,Machine Learning I,Machine Learning I,83,,
Lana Valencia,S204,Data Science,Big Data Analytics,,40,Big Data Analytics,
Aron Myers,S205,Data Science,Advanced Data Science Techniques I,Advanced Data Science Techniques I,81,,
Aron Myers,S205,Data Science,Machine Learning I,Machine Learning I,92,,
